candidate,a_value,b_value,product,d_value,quotient,product_digit_tier,a_decade,nonzero_digit_count_a,factor_ratio
C13,14,7,98,7,14,2,1,2,2.0
C13,48,2,96,2,48,2,4,2,24.0
C13,23,6,138,6,23,3,2,2,3.8333
C13,54,5,270,5,54,3,5,2,10.8
C13,91,4,364,4,91,3,9,2,22.75
C13,56,6,336,6,56,3,5,2,9.3333
C13,91,6,546,6,91,3,9,2,15.1667
C13,27,4,108,4,27,3,2,2,6.75
C13,25,5,125,5,25,3,2,2,5.0
C13,16,5,80,5,16,2,1,2,3.2
C13,39,6,234,6,39,3,3,2,6.5
C13,82,2,164,2,82,3,8,2,41.0
C13,60,3,180,3,60,3,6,1,20.0
C13,62,2,124,2,62,3,6,2,31.0
C13,19,3,57,3,19,2,1,2,6.3333
C13,45,9,405,9,45,3,4,2,5.0
C13,58,9,522,9,58,3,5,2,6.4444
C13,99,6,594,6,99,3,9,2,16.5
C13,77,2,154,2,77,3,7,2,38.5
C13,93,5,465,5,93,3,9,2,18.6
C13,31,9,279,9,31,3,3,2,3.4444
C13,56,4,224,4,56,3,5,2,14.0
C13,51,5,255,5,51,3,5,2,10.2
C13,17,9,153,9,17,3,1,2,1.8889
C13,41,8,328,8,41,3,4,2,5.125
C13,46,7,322,7,46,3,4,2,6.5714
C13,15,6,90,6,15,2,1,2,2.5
C13,74,4,296,4,74,3,7,2,18.5
C13,95,6,570,6,95,3,9,2,15.8333
C13,69,6,414,6,69,3,6,2,11.5
C13,18,8,144,8,18,3,1,2,2.25
C13,92,7,644,7,92,3,9,2,13.1429
C13,27,9,243,9,27,3,2,2,3.0
C13,98,2,196,2,98,3,9,2,49.0
C13,21,4,84,4,21,2,2,2,5.25
C13,29,2,58,2,29,2,2,2,14.5
C13,63,6,378,6,63,3,6,2,10.5
C13,73,8,584,8,73,3,7,2,9.125
C13,81,4,324,4,81,3,8,2,20.25
C13,35,6,210,6,35,3,3,2,5.8333
C13,33,2,66,2,33,2,3,2,16.5
C13,75,9,675,9,75,3,7,2,8.3333
C13,81,6,486,6,81,3,8,2,13.5
C13,89,7,623,7,89,3,8,2,12.7143
C13,47,2,94,2,47,2,4,2,23.5
C13,67,6,402,6,67,3,6,2,11.1667
C13,33,6,198,6,33,3,3,2,5.5
C13,38,3,114,3,38,3,3,2,12.6667
C13,18,9,162,9,18,3,1,2,2.0
C13,53,6,318,6,53,3,5,2,8.8333
C13,99,8,792,8,99,3,9,2,12.375
C13,15,4,60,4,15,2,1,2,3.75
C13,76,4,304,4,76,3,7,2,19.0
C13,86,4,344,4,86,3,8,2,21.5
C13,93,6,558,6,93,3,9,2,15.5
C13,78,5,390,5,78,3,7,2,15.6
C13,65,6,390,6,65,3,6,2,10.8333
C13,49,2,98,2,49,2,4,2,24.5
C13,26,6,156,6,26,3,2,2,4.3333
C13,83,2,166,2,83,3,8,2,41.5
C13,13,3,39,3,13,2,1,2,4.3333
C13,39,8,312,8,39,3,3,2,4.875
C13,66,7,462,7,66,3,6,2,9.4286
C13,23,6,138,6,23,3,2,2,3.8333
C13,30,8,240,8,30,3,3,1,3.75
C13,90,7,630,7,90,3,9,1,12.8571
C13,92,4,368,4,92,3,9,2,23.0
C13,78,9,702,9,78,3,7,2,8.6667
C13,33,2,66,2,33,2,3,2,16.5
C13,95,2,190,2,95,3,9,2,47.5
C13,56,7,392,7,56,3,5,2,8.0
C13,31,3,93,3,31,2,3,2,10.3333
C13,94,2,188,2,94,3,9,2,47.0
C13,25,4,100,4,25,3,2,2,6.25
C13,84,6,504,6,84,3,8,2,14.0
C13,45,7,315,7,45,3,4,2,6.4286
C13,70,9,630,9,70,3,7,1,7.7778
C13,34,4,136,4,34,3,3,2,8.5
C13,52,4,208,4,52,3,5,2,13.0
C13,95,4,380,4,95,3,9,2,23.75
C13,57,9,513,9,57,3,5,2,6.3333
C13,16,5,80,5,16,2,1,2,3.2
C13,23,5,115,5,23,3,2,2,4.6
C13,49,9,441,9,49,3,4,2,5.4444
C13,42,6,252,6,42,3,4,2,7.0
C13,44,9,396,9,44,3,4,2,4.8889
C13,69,6,414,6,69,3,6,2,11.5
C13,86,8,688,8,86,3,8,2,10.75
C13,87,2,174,2,87,3,8,2,43.5
C13,79,8,632,8,79,3,7,2,9.875
C13,89,6,534,6,89,3,8,2,14.8333
C13,23,7,161,7,23,3,2,2,3.2857
C13,60,9,540,9,60,3,6,1,6.6667
C13,94,4,376,4,94,3,9,2,23.5
C13,92,3,276,3,92,3,9,2,30.6667
C13,35,3,105,3,35,3,3,2,11.6667
C13,77,3,231,3,77,3,7,2,25.6667
C13,24,4,96,4,24,2,2,2,6.0
C13,97,3,291,3,97,3,9,2,32.3333
C13,70,3,210,3,70,3,7,1,23.3333
C13,37,3,111,3,37,3,3,2,12.3333
C13,75,2,150,2,75,3,7,2,37.5
C13,46,7,322,7,46,3,4,2,6.5714
C13,27,7,189,7,27,3,2,2,3.8571
C13,54,6,324,6,54,3,5,2,9.0
C13,19,4,76,4,19,2,1,2,4.75
C13,46,8,368,8,46,3,4,2,5.75
C13,34,8,272,8,34,3,3,2,4.25
C13,69,7,483,7,69,3,6,2,9.8571
C13,86,8,688,8,86,3,8,2,10.75
C13,78,9,702,9,78,3,7,2,8.6667
C13,84,2,168,2,84,3,8,2,42.0
C13,46,3,138,3,46,3,4,2,15.3333
C13,33,3,99,3,33,2,3,2,11.0
C13,63,3,189,3,63,3,6,2,21.0
C13,13,5,65,5,13,2,1,2,2.6
C13,56,9,504,9,56,3,5,2,6.2222
C13,40,2,80,2,40,2,4,1,20.0
C13,48,5,240,5,48,3,4,2,9.6
C13,96,3,288,3,96,3,9,2,32.0
C13,42,6,252,6,42,3,4,2,7.0
C13,78,3,234,3,78,3,7,2,26.0
C13,84,7,588,7,84,3,8,2,12.0
C13,33,6,198,6,33,3,3,2,5.5
C13,83,5,415,5,83,3,8,2,16.6
C13,37,3,111,3,37,3,3,2,12.3333
C13,83,7,581,7,83,3,8,2,11.8571
C13,59,5,295,5,59,3,5,2,11.8
C13,80,4,320,4,80,3,8,1,20.0
C13,99,6,594,6,99,3,9,2,16.5
C13,94,9,846,9,94,3,9,2,10.4444
C13,35,9,315,9,35,3,3,2,3.8889
C13,76,6,456,6,76,3,7,2,12.6667
C13,88,3,264,3,88,3,8,2,29.3333
C13,63,6,378,6,63,3,6,2,10.5
C13,20,3,60,3,20,2,2,1,6.6667
C13,27,6,162,6,27,3,2,2,4.5
C13,68,9,612,9,68,3,6,2,7.5556
C13,74,9,666,9,74,3,7,2,8.2222
C13,44,9,396,9,44,3,4,2,4.8889
C13,41,6,246,6,41,3,4,2,6.8333
C13,15,8,120,8,15,3,1,2,1.875
C13,41,7,287,7,41,3,4,2,5.8571
C13,37,8,296,8,37,3,3,2,4.625
C13,53,6,318,6,53,3,5,2,8.8333
C13,17,3,51,3,17,2,1,2,5.6667
C13,43,5,215,5,43,3,4,2,8.6
C13,76,8,608,8,76,3,7,2,9.5
C13,64,5,320,5,64,3,6,2,12.8
C13,59,3,177,3,59,3,5,2,19.6667
C13,81,3,243,3,81,3,8,2,27.0
C13,52,7,364,7,52,3,5,2,7.4286
C13,72,7,504,7,72,3,7,2,10.2857
C13,52,8,416,8,52,3,5,2,6.5
C13,79,2,158,2,79,3,7,2,39.5
C13,29,8,232,8,29,3,2,2,3.625
C13,10,5,50,5,10,2,1,1,2.0
C13,73,2,146,2,73,3,7,2,36.5
C13,27,4,108,4,27,3,2,2,6.75
C13,83,8,664,8,83,3,8,2,10.375
C13,89,8,712,8,89,3,8,2,11.125
C13,26,5,130,5,26,3,2,2,5.2
C13,77,2,154,2,77,3,7,2,38.5
C13,13,8,104,8,13,3,1,2,1.625
C13,70,6,420,6,70,3,7,1,11.6667
C13,45,6,270,6,45,3,4,2,7.5
C13,77,8,616,8,77,3,7,2,9.625
C13,36,4,144,4,36,3,3,2,9.0
C13,48,4,192,4,48,3,4,2,12.0
C13,11,8,88,8,11,2,1,2,1.375
C13,32,7,224,7,32,3,3,2,4.5714
C13,28,7,196,7,28,3,2,2,4.0
C13,73,8,584,8,73,3,7,2,9.125
C13,73,9,657,9,73,3,7,2,8.1111
C13,37,4,148,4,37,3,3,2,9.25
C13,91,4,364,4,91,3,9,2,22.75
C13,82,5,410,5,82,3,8,2,16.4
C13,44,9,396,9,44,3,4,2,4.8889
C13,27,6,162,6,27,3,2,2,4.5
C13,98,7,686,7,98,3,9,2,14.0
C13,64,9,576,9,64,3,6,2,7.1111
C13,70,3,210,3,70,3,7,1,23.3333
C13,73,5,365,5,73,3,7,2,14.6
C13,38,8,304,8,38,3,3,2,4.75
C13,64,6,384,6,64,3,6,2,10.6667
C13,97,6,582,6,97,3,9,2,16.1667
C13,35,3,105,3,35,3,3,2,11.6667
C13,23,9,207,9,23,3,2,2,2.5556
C13,31,3,93,3,31,2,3,2,10.3333
C13,66,8,528,8,66,3,6,2,8.25
C13,90,6,540,6,90,3,9,1,15.0
C13,24,3,72,3,24,2,2,2,8.0
C13,37,9,333,9,37,3,3,2,4.1111
C13,10,7,70,7,10,2,1,1,1.4286
C13,83,9,747,9,83,3,8,2,9.2222
C13,58,5,290,5,58,3,5,2,11.6
C13,81,6,486,6,81,3,8,2,13.5
C13,54,8,432,8,54,3,5,2,6.75
C13,41,6,246,6,41,3,4,2,6.8333
C13,79,7,553,7,79,3,7,2,11.2857
C13,20,8,160,8,20,3,2,1,2.5
C13,39,2,78,2,39,2,3,2,19.5
C13,19,8,152,8,19,3,1,2,2.375
C13,68,7,476,7,68,3,6,2,9.7143
C13,47,4,188,4,47,3,4,2,11.75
C13,90,8,720,8,90,3,9,1,11.25
C13,91,8,728,8,91,3,9,2,11.375
C13,13,3,39,3,13,2,1,2,4.3333
C13,49,4,196,4,49,3,4,2,12.25
C13,93,9,837,9,93,3,9,2,10.3333
C13,53,4,212,4,53,3,5,2,13.25
C13,93,4,372,4,93,3,9,2,23.25
C13,34,4,136,4,34,3,3,2,8.5
C13,71,6,426,6,71,3,7,2,11.8333
C13,93,3,279,3,93,3,9,2,31.0
C13,45,9,405,9,45,3,4,2,5.0
C13,98,4,392,4,98,3,9,2,24.5
C13,33,9,297,9,33,3,3,2,3.6667
C13,51,3,153,3,51,3,5,2,17.0
C13,90,3,270,3,90,3,9,1,30.0
C13,87,7,609,7,87,3,8,2,12.4286
C13,34,9,306,9,34,3,3,2,3.7778
C13,28,8,224,8,28,3,2,2,3.5
C13,90,7,630,7,90,3,9,1,12.8571
C13,77,5,385,5,77,3,7,2,15.4
C13,73,9,657,9,73,3,7,2,8.1111
C13,38,4,152,4,38,3,3,2,9.5
C13,83,3,249,3,83,3,8,2,27.6667
C13,10,9,90,9,10,2,1,1,1.1111
C13,25,7,175,7,25,3,2,2,3.5714
C13,72,8,576,8,72,3,7,2,9.0
C13,35,8,280,8,35,3,3,2,4.375
C13,17,4,68,4,17,2,1,2,4.25
C13,64,2,128,2,64,3,6,2,32.0
C13,83,9,747,9,83,3,8,2,9.2222
C13,95,8,760,8,95,3,9,2,11.875
C13,48,3,144,3,48,3,4,2,16.0
C13,25,7,175,7,25,3,2,2,3.5714
C13,15,3,45,3,15,2,1,2,5.0
C13,13,9,117,9,13,3,1,2,1.4444
C13,69,8,552,8,69,3,6,2,8.625
C13,96,2,192,2,96,3,9,2,48.0
C13,31,8,248,8,31,3,3,2,3.875
C13,76,8,608,8,76,3,7,2,9.5
C13,19,2,38,2,19,2,1,2,9.5
C13,50,4,200,4,50,3,5,1,12.5
C13,88,8,704,8,88,3,8,2,11.0
C13,48,8,384,8,48,3,4,2,6.0
C13,72,5,360,5,72,3,7,2,14.4
C13,39,3,117,3,39,3,3,2,13.0
C13,19,5,95,5,19,2,1,2,3.8
C13,82,8,656,8,82,3,8,2,10.25
C13,50,9,450,9,50,3,5,1,5.5556
C13,36,9,324,9,36,3,3,2,4.0
C13,70,9,630,9,70,3,7,1,7.7778
C13,49,7,343,7,49,3,4,2,7.0
C13,88,7,616,7,88,3,8,2,12.5714
C13,20,3,60,3,20,2,2,1,6.6667
C13,19,8,152,8,19,3,1,2,2.375
C13,10,2,20,2,10,2,1,1,5.0
C13,69,2,138,2,69,3,6,2,34.5
C13,24,9,216,9,24,3,2,2,2.6667
C13,88,8,704,8,88,3,8,2,11.0
C13,89,9,801,9,89,3,8,2,9.8889
C13,44,6,264,6,44,3,4,2,7.3333
C13,96,4,384,4,96,3,9,2,24.0
C13,48,5,240,5,48,3,4,2,9.6
C13,35,9,315,9,35,3,3,2,3.8889
C13,40,5,200,5,40,3,4,1,8.0
C13,86,5,430,5,86,3,8,2,17.2
C13,95,8,760,8,95,3,9,2,11.875
C13,78,8,624,8,78,3,7,2,9.75
C13,84,3,252,3,84,3,8,2,28.0
C13,35,6,210,6,35,3,3,2,5.8333
C13,89,8,712,8,89,3,8,2,11.125
C13,14,6,84,6,14,2,1,2,2.3333
C13,79,8,632,8,79,3,7,2,9.875
C13,57,8,456,8,57,3,5,2,7.125
C13,88,8,704,8,88,3,8,2,11.0
C13,52,3,156,3,52,3,5,2,17.3333
C13,48,8,384,8,48,3,4,2,6.0
C13,78,8,624,8,78,3,7,2,9.75
C13,13,4,52,4,13,2,1,2,3.25
C13,98,3,294,3,98,3,9,2,32.6667
C13,64,2,128,2,64,3,6,2,32.0
C13,28,4,112,4,28,3,2,2,7.0
C13,40,6,240,6,40,3,4,1,6.6667
C13,42,2,84,2,42,2,4,2,21.0
C13,49,7,343,7,49,3,4,2,7.0
C13,88,7,616,7,88,3,8,2,12.5714
C13,92,2,184,2,92,3,9,2,46.0
C13,13,8,104,8,13,3,1,2,1.625
C13,32,6,192,6,32,3,3,2,5.3333
C13,73,9,657,9,73,3,7,2,8.1111
C13,60,3,180,3,60,3,6,1,20.0
C13,83,7,581,7,83,3,8,2,11.8571
C13,18,6,108,6,18,3,1,2,3.0
C13,28,8,224,8,28,3,2,2,3.5
C13,40,8,320,8,40,3,4,1,5.0
C13,11,5,55,5,11,2,1,2,2.2
C13,40,9,360,9,40,3,4,1,4.4444
C13,96,2,192,2,96,3,9,2,48.0
C13,56,7,392,7,56,3,5,2,8.0
C13,45,4,180,4,45,3,4,2,11.25
C13,86,8,688,8,86,3,8,2,10.75
C13,99,8,792,8,99,3,9,2,12.375
C13,82,7,574,7,82,3,8,2,11.7143
C13,36,3,108,3,36,3,3,2,12.0
C13,84,3,252,3,84,3,8,2,28.0
C13,93,2,186,2,93,3,9,2,46.5
C13,13,4,52,4,13,2,1,2,3.25
C13,40,6,240,6,40,3,4,1,6.6667
C13,15,9,135,9,15,3,1,2,1.6667
C13,92,7,644,7,92,3,9,2,13.1429
C13,86,5,430,5,86,3,8,2,17.2
C13,48,3,144,3,48,3,4,2,16.0
C13,78,3,234,3,78,3,7,2,26.0
C13,25,9,225,9,25,3,2,2,2.7778
C13,18,6,108,6,18,3,1,2,3.0
C13,92,7,644,7,92,3,9,2,13.1429
C13,62,5,310,5,62,3,6,2,12.4
C13,97,6,582,6,97,3,9,2,16.1667
C13,45,8,360,8,45,3,4,2,5.625
C13,88,3,264,3,88,3,8,2,29.3333
C13,18,5,90,5,18,2,1,2,3.6
C13,49,8,392,8,49,3,4,2,6.125
C13,17,8,136,8,17,3,1,2,2.125
C13,89,4,356,4,89,3,8,2,22.25
C13,60,9,540,9,60,3,6,1,6.6667
C13,20,6,120,6,20,3,2,1,3.3333
C13,80,2,160,2,80,3,8,1,40.0
C13,13,2,26,2,13,2,1,2,6.5
C13,98,3,294,3,98,3,9,2,32.6667
C13,34,8,272,8,34,3,3,2,4.25
C13,31,2,62,2,31,2,3,2,15.5
C13,21,3,63,3,21,2,2,2,7.0
C13,15,8,120,8,15,3,1,2,1.875
C13,67,4,268,4,67,3,6,2,16.75
C13,23,7,161,7,23,3,2,2,3.2857
C13,86,8,688,8,86,3,8,2,10.75
C13,20,8,160,8,20,3,2,1,2.5
C13,67,4,268,4,67,3,6,2,16.75
C13,57,8,456,8,57,3,5,2,7.125
C13,60,2,120,2,60,3,6,1,30.0
C13,45,2,90,2,45,2,4,2,22.5
C13,60,6,360,6,60,3,6,1,10.0
C13,74,6,444,6,74,3,7,2,12.3333
C13,22,7,154,7,22,3,2,2,3.1429
C13,79,2,158,2,79,3,7,2,39.5
C13,30,4,120,4,30,3,3,1,7.5
C13,30,3,90,3,30,2,3,1,10.0
C13,14,5,70,5,14,2,1,2,2.8
C13,84,3,252,3,84,3,8,2,28.0
C13,99,5,495,5,99,3,9,2,19.8
C13,69,9,621,9,69,3,6,2,7.6667
C13,63,3,189,3,63,3,6,2,21.0
C13,88,6,528,6,88,3,8,2,14.6667
C13,25,3,75,3,25,2,2,2,8.3333
C13,54,5,270,5,54,3,5,2,10.8
C13,93,7,651,7,93,3,9,2,13.2857
C13,18,7,126,7,18,3,1,2,2.5714
C13,96,8,768,8,96,3,9,2,12.0
C13,85,9,765,9,85,3,8,2,9.4444
C13,40,3,120,3,40,3,4,1,13.3333
C13,98,4,392,4,98,3,9,2,24.5
C13,65,5,325,5,65,3,6,2,13.0
C13,55,8,440,8,55,3,5,2,6.875
C13,95,4,380,4,95,3,9,2,23.75
C13,91,8,728,8,91,3,9,2,11.375
C13,46,7,322,7,46,3,4,2,6.5714
C13,96,5,480,5,96,3,9,2,19.2
C13,68,3,204,3,68,3,6,2,22.6667
C13,21,2,42,2,21,2,2,2,10.5
C13,63,6,378,6,63,3,6,2,10.5
C13,29,8,232,8,29,3,2,2,3.625
C13,18,7,126,7,18,3,1,2,2.5714
C13,70,2,140,2,70,3,7,1,35.0
C13,62,7,434,7,62,3,6,2,8.8571
C13,53,8,424,8,53,3,5,2,6.625
C13,92,4,368,4,92,3,9,2,23.0
C13,57,2,114,2,57,3,5,2,28.5
C13,79,6,474,6,79,3,7,2,13.1667
C13,34,6,204,6,34,3,3,2,5.6667
C13,60,4,240,4,60,3,6,1,15.0
C13,79,9,711,9,79,3,7,2,8.7778
C13,59,6,354,6,59,3,5,2,9.8333
C13,96,2,192,2,96,3,9,2,48.0
C13,92,5,460,5,92,3,9,2,18.4
C13,49,9,441,9,49,3,4,2,5.4444
C13,96,8,768,8,96,3,9,2,12.0
C13,19,6,114,6,19,3,1,2,3.1667
C13,56,8,448,8,56,3,5,2,7.0
C13,93,9,837,9,93,3,9,2,10.3333
C13,23,4,92,4,23,2,2,2,5.75
C13,93,9,837,9,93,3,9,2,10.3333
C13,88,8,704,8,88,3,8,2,11.0
C13,92,6,552,6,92,3,9,2,15.3333
C13,99,7,693,7,99,3,9,2,14.1429
C13,84,9,756,9,84,3,8,2,9.3333
C13,67,5,335,5,67,3,6,2,13.4
C13,18,4,72,4,18,2,1,2,4.5
C13,38,7,266,7,38,3,3,2,5.4286
C13,39,9,351,9,39,3,3,2,4.3333
C13,35,8,280,8,35,3,3,2,4.375
C13,58,2,116,2,58,3,5,2,29.0
C13,49,9,441,9,49,3,4,2,5.4444
C13,77,7,539,7,77,3,7,2,11.0
C13,12,3,36,3,12,2,1,2,4.0
C13,84,5,420,5,84,3,8,2,16.8
C13,22,9,198,9,22,3,2,2,2.4444
C13,47,4,188,4,47,3,4,2,11.75
C13,44,5,220,5,44,3,4,2,8.8
C13,25,9,225,9,25,3,2,2,2.7778
C13,85,6,510,6,85,3,8,2,14.1667
C13,21,7,147,7,21,3,2,2,3.0
C13,95,3,285,3,95,3,9,2,31.6667
C13,61,2,122,2,61,3,6,2,30.5
C13,57,8,456,8,57,3,5,2,7.125
C13,88,7,616,7,88,3,8,2,12.5714
C13,30,4,120,4,30,3,3,1,7.5
C13,83,2,166,2,83,3,8,2,41.5
C13,55,2,110,2,55,3,5,2,27.5
C13,36,2,72,2,36,2,3,2,18.0
C13,57,9,513,9,57,3,5,2,6.3333
C13,23,2,46,2,23,2,2,2,11.5
C13,75,9,675,9,75,3,7,2,8.3333
C13,80,2,160,2,80,3,8,1,40.0
C13,60,4,240,4,60,3,6,1,15.0
C13,96,5,480,5,96,3,9,2,19.2
C13,50,2,100,2,50,3,5,1,25.0
C13,10,5,50,5,10,2,1,1,2.0
C13,64,4,256,4,64,3,6,2,16.0
C13,96,7,672,7,96,3,9,2,13.7143
C13,67,6,402,6,67,3,6,2,11.1667
C13,51,9,459,9,51,3,5,2,5.6667
C13,34,3,102,3,34,3,3,2,11.3333
C13,91,6,546,6,91,3,9,2,15.1667
C13,73,9,657,9,73,3,7,2,8.1111
C13,91,5,455,5,91,3,9,2,18.2
C13,87,9,783,9,87,3,8,2,9.6667
C13,87,4,348,4,87,3,8,2,21.75
C13,26,3,78,3,26,2,2,2,8.6667
C13,73,9,657,9,73,3,7,2,8.1111
C13,41,8,328,8,41,3,4,2,5.125
C13,21,3,63,3,21,2,2,2,7.0
C13,38,7,266,7,38,3,3,2,5.4286
C13,15,9,135,9,15,3,1,2,1.6667
C13,79,3,237,3,79,3,7,2,26.3333
C13,98,4,392,4,98,3,9,2,24.5
C13,38,4,152,4,38,3,3,2,9.5
C13,30,6,180,6,30,3,3,1,5.0
C13,64,9,576,9,64,3,6,2,7.1111
C13,77,5,385,5,77,3,7,2,15.4
C13,48,8,384,8,48,3,4,2,6.0
C13,73,4,292,4,73,3,7,2,18.25
C13,12,4,48,4,12,2,1,2,3.0
C13,56,5,280,5,56,3,5,2,11.2
C13,85,2,170,2,85,3,8,2,42.5
C13,13,4,52,4,13,2,1,2,3.25
C13,38,8,304,8,38,3,3,2,4.75
C13,19,6,114,6,19,3,1,2,3.1667
C13,38,6,228,6,38,3,3,2,6.3333
C13,52,2,104,2,52,3,5,2,26.0
C13,97,9,873,9,97,3,9,2,10.7778
C13,23,2,46,2,23,2,2,2,11.5
C13,45,5,225,5,45,3,4,2,9.0
C13,72,7,504,7,72,3,7,2,10.2857
C13,39,4,156,4,39,3,3,2,9.75
C13,75,3,225,3,75,3,7,2,25.0
C13,78,9,702,9,78,3,7,2,8.6667
C13,19,5,95,5,19,2,1,2,3.8
C13,17,2,34,2,17,2,1,2,8.5
C13,29,6,174,6,29,3,2,2,4.8333
C13,64,6,384,6,64,3,6,2,10.6667
C13,88,5,440,5,88,3,8,2,17.6
C13,14,7,98,7,14,2,1,2,2.0
C13,76,3,228,3,76,3,7,2,25.3333
C13,48,3,144,3,48,3,4,2,16.0
C13,23,8,184,8,23,3,2,2,2.875
C13,89,6,534,6,89,3,8,2,14.8333
C13,75,2,150,2,75,3,7,2,37.5
C13,41,4,164,4,41,3,4,2,10.25
C13,79,5,395,5,79,3,7,2,15.8
C13,37,5,185,5,37,3,3,2,7.4
C13,11,4,44,4,11,2,1,2,2.75
C13,21,4,84,4,21,2,2,2,5.25
C13,80,8,640,8,80,3,8,1,10.0
C13,28,4,112,4,28,3,2,2,7.0
C13,35,6,210,6,35,3,3,2,5.8333
C13,26,6,156,6,26,3,2,2,4.3333
C13,75,8,600,8,75,3,7,2,9.375
C13,27,3,81,3,27,2,2,2,9.0
C13,59,4,236,4,59,3,5,2,14.75
C13,51,7,357,7,51,3,5,2,7.2857
C13,69,8,552,8,69,3,6,2,8.625
C13,66,8,528,8,66,3,6,2,8.25
C13,30,8,240,8,30,3,3,1,3.75
C13,98,3,294,3,98,3,9,2,32.6667
C13,56,9,504,9,56,3,5,2,6.2222
C13,42,5,210,5,42,3,4,2,8.4
C13,81,9,729,9,81,3,8,2,9.0
C13,39,8,312,8,39,3,3,2,4.875
C13,32,7,224,7,32,3,3,2,4.5714
C13,72,6,432,6,72,3,7,2,12.0
C13,99,7,693,7,99,3,9,2,14.1429
C13,68,4,272,4,68,3,6,2,17.0
C13,24,7,168,7,24,3,2,2,3.4286
C13,87,7,609,7,87,3,8,2,12.4286
C13,91,8,728,8,91,3,9,2,11.375
C13,54,8,432,8,54,3,5,2,6.75
C13,26,2,52,2,26,2,2,2,13.0
C13,89,5,445,5,89,3,8,2,17.8
C13,78,5,390,5,78,3,7,2,15.6
C13,48,3,144,3,48,3,4,2,16.0
C13,78,6,468,6,78,3,7,2,13.0
C13,30,5,150,5,30,3,3,1,6.0
C13,67,7,469,7,67,3,6,2,9.5714
C13,58,3,174,3,58,3,5,2,19.3333
C13,99,4,396,4,99,3,9,2,24.75
C13,15,5,75,5,15,2,1,2,3.0
C13,14,2,28,2,14,2,1,2,7.0
C13,27,9,243,9,27,3,2,2,3.0
C13,96,5,480,5,96,3,9,2,19.2
C13,64,3,192,3,64,3,6,2,21.3333
C13,37,2,74,2,37,2,3,2,18.5
C13,10,3,30,3,10,2,1,1,3.3333
C13,92,9,828,9,92,3,9,2,10.2222
C13,47,7,329,7,47,3,4,2,6.7143
C13,32,3,96,3,32,2,3,2,10.6667
C13,90,8,720,8,90,3,9,1,11.25
C13,84,4,336,4,84,3,8,2,21.0
C13,10,4,40,4,10,2,1,1,2.5
C13,86,6,516,6,86,3,8,2,14.3333
C13,45,3,135,3,45,3,4,2,15.0
C13,88,5,440,5,88,3,8,2,17.6
C13,58,4,232,4,58,3,5,2,14.5
C13,80,7,560,7,80,3,8,1,11.4286
C13,26,3,78,3,26,2,2,2,8.6667
C13,77,4,308,4,77,3,7,2,19.25
C13,61,6,366,6,61,3,6,2,10.1667
C13,12,5,60,5,12,2,1,2,2.4
C13,23,8,184,8,23,3,2,2,2.875
C13,27,7,189,7,27,3,2,2,3.8571
C13,45,2,90,2,45,2,4,2,22.5
C13,58,5,290,5,58,3,5,2,11.6
C13,58,5,290,5,58,3,5,2,11.6
C13,57,7,399,7,57,3,5,2,8.1429
C13,51,4,204,4,51,3,5,2,12.75
C13,63,3,189,3,63,3,6,2,21.0
C13,97,8,776,8,97,3,9,2,12.125
C13,52,8,416,8,52,3,5,2,6.5
C13,54,8,432,8,54,3,5,2,6.75
C13,39,9,351,9,39,3,3,2,4.3333
C13,27,8,216,8,27,3,2,2,3.375
C13,22,2,44,2,22,2,2,2,11.0
C13,16,4,64,4,16,2,1,2,4.0
C13,75,6,450,6,75,3,7,2,12.5
C13,99,6,594,6,99,3,9,2,16.5
C13,16,5,80,5,16,2,1,2,3.2
C13,87,3,261,3,87,3,8,2,29.0
C13,44,8,352,8,44,3,4,2,5.5
C13,37,5,185,5,37,3,3,2,7.4
C13,64,3,192,3,64,3,6,2,21.3333
C13,67,6,402,6,67,3,6,2,11.1667
C13,59,9,531,9,59,3,5,2,6.5556
C13,16,3,48,3,16,2,1,2,5.3333
C13,23,4,92,4,23,2,2,2,5.75
C13,30,5,150,5,30,3,3,1,6.0
C13,45,4,180,4,45,3,4,2,11.25
C13,17,5,85,5,17,2,1,2,3.4
C13,91,6,546,6,91,3,9,2,15.1667
C13,26,5,130,5,26,3,2,2,5.2
C13,74,7,518,7,74,3,7,2,10.5714
C13,63,6,378,6,63,3,6,2,10.5
C13,75,7,525,7,75,3,7,2,10.7143
C13,11,9,99,9,11,2,1,2,1.2222
C13,29,9,261,9,29,3,2,2,3.2222
C13,83,6,498,6,83,3,8,2,13.8333
C13,16,7,112,7,16,3,1,2,2.2857
C13,23,4,92,4,23,2,2,2,5.75
C13,24,6,144,6,24,3,2,2,4.0
C13,90,3,270,3,90,3,9,1,30.0
C13,16,2,32,2,16,2,1,2,8.0
C13,27,4,108,4,27,3,2,2,6.75
C13,27,2,54,2,27,2,2,2,13.5
C13,44,5,220,5,44,3,4,2,8.8
C13,29,3,87,3,29,2,2,2,9.6667
C13,12,8,96,8,12,2,1,2,1.5
C13,59,2,118,2,59,3,5,2,29.5
C13,76,9,684,9,76,3,7,2,8.4444
C13,69,3,207,3,69,3,6,2,23.0
C13,51,3,153,3,51,3,5,2,17.0
C13,85,2,170,2,85,3,8,2,42.5
C13,64,7,448,7,64,3,6,2,9.1429
C13,18,8,144,8,18,3,1,2,2.25
C13,61,7,427,7,61,3,6,2,8.7143
