candidate,op,tier,a,b,result,operand_digit_tier_a,operand_digit_tier_b,result_digit_tier,active_columns,carry_count,borrow_count,borrow_chain_length,operand_closeness,c_over_d_ratio
C12,sub,4,9360,4487,4873,4,4,4,4,,3,3,0.4794,1.086
C12,add,3,808,226,1034,3,3,4,3,2,,,0.2797,3.5752
C12,sub,3,317,150,167,3,3,3,3,,1,1,0.4732,1.1133
C12,sub,3,924,571,353,3,3,3,3,,1,1,0.618,0.6182
C12,add,3,269,286,555,3,3,3,3,2,,,0.9406,0.9406
C12,add,3,225,598,823,3,3,3,3,2,,,0.3763,0.3763
C12,sub,4,4327,1932,2395,4,4,4,4,,2,2,0.4465,1.2396
C12,sub,3,494,390,104,3,3,3,3,,0,0,0.7895,0.2667
C12,sub,3,426,219,207,3,3,3,3,,1,1,0.5141,0.9452
C12,sub,2,79,33,46,2,2,2,2,,0,0,0.4177,1.3939
C12,sub,3,670,125,545,3,3,3,3,,1,1,0.1866,4.36
C12,add,4,2143,5834,7977,4,4,4,4,0,,,0.3673,0.3673
C12,add,3,227,268,495,3,3,3,3,1,,,0.847,0.847
C12,sub,2,91,80,11,2,2,2,2,,0,0,0.8791,0.1375
C12,sub,2,82,34,48,2,2,2,2,,1,1,0.4146,1.4118
C12,sub,3,966,650,316,3,3,3,3,,0,0,0.6729,0.4862
C12,sub,2,75,60,15,2,2,2,2,,0,0,0.8,0.25
C12,sub,3,852,763,89,3,3,2,3,,2,2,0.8955,0.1166
C12,sub,4,7389,6858,531,4,4,3,4,,1,1,0.9281,0.0774
C12,sub,4,9789,7958,1831,4,4,4,4,,1,1,0.813,0.2301
C12,add,3,281,137,418,3,3,3,3,1,,,0.4875,2.0511
C12,add,4,3021,5021,8042,4,4,4,4,0,,,0.6017,0.6017
C12,sub,2,51,18,33,2,2,2,2,,1,1,0.3529,1.8333
C12,sub,3,697,252,445,3,3,3,3,,0,0,0.3615,1.7659
C12,add,3,120,776,896,3,3,3,3,0,,,0.1546,0.1546
C12,sub,4,7156,2020,5136,4,4,4,4,,0,0,0.2823,2.5426
C12,sub,4,5569,4258,1311,4,4,4,4,,0,0,0.7646,0.3079
C12,add,2,96,30,126,2,2,3,2,1,,,0.3125,3.2
C12,add,3,538,816,1354,3,3,4,3,2,,,0.6593,0.6593
C12,sub,4,4789,4400,389,4,4,3,4,,0,0,0.9188,0.0884
C12,sub,4,6186,5692,494,4,4,3,4,,2,2,0.9201,0.0868
C12,sub,2,37,17,20,2,2,2,2,,0,0,0.4595,1.1765
C12,sub,3,987,482,505,3,3,3,3,,0,0,0.4883,1.0477
C12,add,2,34,12,46,2,2,2,2,0,,,0.3529,2.8333
C12,add,3,223,690,913,3,3,3,3,1,,,0.3232,0.3232
C12,sub,2,84,28,56,2,2,2,2,,1,1,0.3333,2.0
C12,sub,2,81,65,16,2,2,2,2,,1,1,0.8025,0.2462
C12,sub,4,4739,3584,1155,4,4,4,4,,1,1,0.7563,0.3223
C12,sub,3,620,198,422,3,3,3,3,,2,2,0.3194,2.1313
C12,add,2,76,75,151,2,2,3,2,2,,,0.9868,1.0133
C12,sub,3,672,478,194,3,3,3,3,,2,2,0.7113,0.4059
C12,sub,2,90,21,69,2,2,2,2,,1,1,0.2333,3.2857
C12,add,3,636,567,1203,3,3,4,3,3,,,0.8915,1.1217
C12,add,3,912,260,1172,3,3,4,3,1,,,0.2851,3.5077
C12,sub,2,68,21,47,2,2,2,2,,0,0,0.3088,2.2381
C12,sub,2,95,32,63,2,2,2,2,,0,0,0.3368,1.9688
C12,add,4,4617,3969,8586,4,4,4,4,2,,,0.8596,1.1633
C12,sub,4,1628,1545,83,4,4,2,4,,1,1,0.949,0.0537
C12,add,2,67,52,119,2,2,3,2,1,,,0.7761,1.2885
C12,sub,3,429,163,266,3,3,3,3,,1,1,0.38,1.6319
C12,add,3,259,613,872,3,3,3,3,1,,,0.4225,0.4225
C12,add,3,298,809,1107,3,3,4,3,3,,,0.3684,0.3684
C12,sub,4,9297,7888,1409,4,4,4,4,,2,2,0.8484,0.1786
C12,add,2,82,43,125,2,2,3,2,1,,,0.5244,1.907
C12,sub,2,65,38,27,2,2,2,2,,1,1,0.5846,0.7105
C12,sub,4,8841,7161,1680,4,4,4,4,,1,1,0.81,0.2346
C12,sub,2,65,20,45,2,2,2,2,,0,0,0.3077,2.25
C12,sub,2,58,43,15,2,2,2,2,,0,0,0.7414,0.3488
C12,add,4,1899,2499,4398,4,4,4,4,3,,,0.7599,0.7599
C12,add,2,42,55,97,2,2,2,2,0,,,0.7636,0.7636
C12,sub,2,88,17,71,2,2,2,2,,0,0,0.1932,4.1765
C12,sub,3,856,282,574,3,3,3,3,,1,1,0.3294,2.0355
C12,add,3,104,285,389,3,3,3,3,0,,,0.3649,0.3649
C12,sub,2,79,24,55,2,2,2,2,,0,0,0.3038,2.2917
C12,add,2,91,79,170,2,2,3,2,2,,,0.8681,1.1519
C12,sub,3,973,540,433,3,3,3,3,,0,0,0.555,0.8019
C12,sub,4,7911,1425,6486,4,4,4,4,,2,2,0.1801,4.5516
C12,add,2,19,55,74,2,2,2,2,1,,,0.3455,0.3455
C12,sub,2,98,79,19,2,2,2,2,,1,1,0.8061,0.2405
C12,sub,2,52,36,16,2,2,2,2,,1,1,0.6923,0.4444
C12,add,3,155,151,306,3,3,3,3,1,,,0.9742,1.0265
C12,sub,2,97,40,57,2,2,2,2,,0,0,0.4124,1.425
C12,add,3,507,890,1397,3,3,4,3,1,,,0.5697,0.5697
C12,sub,4,7423,5783,1640,4,4,4,4,,2,2,0.7791,0.2836
C12,add,3,145,432,577,3,3,3,3,0,,,0.3356,0.3356
C12,add,4,2438,1383,3821,4,4,4,4,2,,,0.5673,1.7628
C12,add,2,16,32,48,2,2,2,2,0,,,0.5,0.5
C12,add,3,143,545,688,3,3,3,3,0,,,0.2624,0.2624
C12,add,2,78,41,119,2,2,3,2,1,,,0.5256,1.9024
C12,sub,3,597,175,422,3,3,3,3,,0,0,0.2931,2.4114
C12,add,3,853,266,1119,3,3,4,3,2,,,0.3118,3.2068
C12,add,3,483,506,989,3,3,3,3,0,,,0.9545,0.9545
C12,add,2,40,91,131,2,2,3,2,1,,,0.4396,0.4396
C12,add,3,445,779,1224,3,3,4,3,3,,,0.5712,0.5712
C12,sub,2,65,40,25,2,2,2,2,,0,0,0.6154,0.625
C12,add,3,720,803,1523,3,3,4,3,1,,,0.8966,0.8966
C12,sub,3,848,206,642,3,3,3,3,,0,0,0.2429,3.1165
C12,sub,4,6818,3149,3669,4,4,4,4,,2,2,0.4619,1.1651
C12,add,3,352,231,583,3,3,3,3,0,,,0.6562,1.5238
C12,add,4,4474,2438,6912,4,4,4,4,2,,,0.5449,1.8351
C12,add,2,70,15,85,2,2,2,2,0,,,0.2143,4.6667
C12,sub,3,599,268,331,3,3,3,3,,0,0,0.4474,1.2351
C12,sub,3,247,197,50,3,3,2,3,,1,1,0.7976,0.2538
C12,add,3,596,316,912,3,3,3,3,2,,,0.5302,1.8861
C12,add,4,5237,4698,9935,4,4,4,4,2,,,0.8971,1.1147
C12,sub,2,97,69,28,2,2,2,2,,1,1,0.7113,0.4058
C12,add,3,812,704,1516,3,3,4,3,1,,,0.867,1.1534
C12,sub,2,84,29,55,2,2,2,2,,1,1,0.3452,1.8966
C12,add,2,49,56,105,2,2,3,2,2,,,0.875,0.875
C12,add,4,1926,8042,9968,4,4,4,4,0,,,0.2395,0.2395
C12,add,2,75,40,115,2,2,3,2,1,,,0.5333,1.875
C12,sub,2,54,35,19,2,2,2,2,,1,1,0.6481,0.5429
C12,sub,3,515,424,91,3,3,2,3,,1,1,0.8233,0.2146
C12,sub,4,8351,3677,4674,4,4,4,4,,3,3,0.4403,1.2711
C12,add,4,1951,5962,7913,4,4,4,4,2,,,0.3272,0.3272
C12,sub,2,55,27,28,2,2,2,2,,1,1,0.4909,1.037
C12,sub,3,942,148,794,3,3,3,3,,2,2,0.1571,5.3649
C12,add,3,918,777,1695,3,3,4,3,2,,,0.8464,1.1815
C12,sub,2,64,51,13,2,2,2,2,,0,0,0.7969,0.2549
C12,add,4,3399,2652,6051,4,4,4,4,3,,,0.7802,1.2817
C12,add,2,55,53,108,2,2,3,2,1,,,0.9636,1.0377
C12,add,2,55,57,112,2,2,3,2,2,,,0.9649,0.9649
C12,add,2,75,79,154,2,2,3,2,2,,,0.9494,0.9494
C12,add,3,500,401,901,3,3,3,3,0,,,0.802,1.2469
C12,sub,3,698,554,144,3,3,3,3,,0,0,0.7937,0.2599
C12,sub,4,6326,5213,1113,4,4,4,4,,0,0,0.8241,0.2135
C12,sub,3,521,249,272,3,3,3,3,,2,2,0.4779,1.0924
C12,sub,4,1701,1319,382,4,4,3,4,,2,2,0.7754,0.2896
C12,add,3,983,951,1934,3,3,4,3,2,,,0.9674,1.0336
C12,add,3,487,437,924,3,3,3,3,2,,,0.8973,1.1144
C12,sub,4,9100,4945,4155,4,4,4,4,,3,3,0.5434,0.8402
C12,add,4,4809,3946,8755,4,4,4,4,2,,,0.8205,1.2187
C12,sub,2,93,76,17,2,2,2,2,,1,1,0.8172,0.2237
C12,add,3,603,117,720,3,3,3,3,1,,,0.194,5.1538
C12,add,2,28,47,75,2,2,2,2,1,,,0.5957,0.5957
C12,sub,2,56,20,36,2,2,2,2,,0,0,0.3571,1.8
C12,add,2,65,37,102,2,2,3,2,2,,,0.5692,1.7568
C12,sub,4,8362,1749,6613,4,4,4,4,,2,2,0.2092,3.781
C12,sub,3,713,154,559,3,3,3,3,,2,2,0.216,3.6299
C12,sub,4,7338,3879,3459,4,4,4,4,,3,3,0.5286,0.8917
C12,sub,3,999,948,51,3,3,2,3,,0,0,0.9489,0.0538
C12,sub,4,6721,4166,2555,4,4,4,4,,2,2,0.6198,0.6133
C12,add,3,632,295,927,3,3,3,3,1,,,0.4668,2.1424
C12,sub,2,38,18,20,2,2,2,2,,0,0,0.4737,1.1111
C12,sub,4,2860,1068,1792,4,4,4,4,,2,2,0.3734,1.6779
C12,sub,2,83,18,65,2,2,2,2,,1,1,0.2169,3.6111
C12,add,3,775,920,1695,3,3,4,3,1,,,0.8424,0.8424
C12,sub,4,6344,5127,1217,4,4,4,4,,1,1,0.8082,0.2374
C12,add,3,316,361,677,3,3,3,3,0,,,0.8753,0.8753
C12,add,2,55,73,128,2,2,3,2,1,,,0.7534,0.7534
C12,add,3,324,670,994,3,3,3,3,0,,,0.4836,0.4836
C12,sub,3,889,770,119,3,3,3,3,,0,0,0.8661,0.1545
C12,sub,4,9667,4251,5416,4,4,4,4,,0,0,0.4397,1.2741
C12,add,3,296,919,1215,3,3,4,3,3,,,0.3221,0.3221
C12,add,2,21,85,106,2,2,3,2,1,,,0.2471,0.2471
C12,sub,4,6709,3184,3525,4,4,4,4,,1,1,0.4746,1.1071
C12,sub,3,755,290,465,3,3,3,3,,1,1,0.3841,1.6034
C12,add,3,869,271,1140,3,3,4,3,3,,,0.3119,3.2066
C12,add,3,797,896,1693,3,3,4,3,3,,,0.8895,0.8895
C12,add,4,2402,6098,8500,4,4,4,4,2,,,0.3939,0.3939
C12,add,2,76,52,128,2,2,3,2,1,,,0.6842,1.4615
C12,add,3,126,816,942,3,3,3,3,1,,,0.1544,0.1544
C12,sub,4,9478,6927,2551,4,4,4,4,,1,1,0.7309,0.3683
C12,sub,3,968,895,73,3,3,2,3,,1,1,0.9246,0.0816
C12,sub,4,7981,6631,1350,4,4,4,4,,0,0,0.8308,0.2036
C12,sub,4,9885,2040,7845,4,4,4,4,,0,0,0.2064,3.8456
C12,sub,2,92,11,81,2,2,2,2,,0,0,0.1196,7.3636
C12,sub,4,8241,6026,2215,4,4,4,4,,1,1,0.7312,0.3676
C12,add,4,6063,3030,9093,4,4,4,4,0,,,0.4998,2.001
C12,sub,4,4100,2726,1374,4,4,4,4,,3,3,0.6649,0.504
C12,add,3,649,752,1401,3,3,4,3,3,,,0.863,0.863
C12,sub,4,4223,2523,1700,4,4,4,4,,1,1,0.5974,0.6738
C12,add,3,908,653,1561,3,3,4,3,2,,,0.7192,1.3905
C12,sub,2,96,49,47,2,2,2,2,,1,1,0.5104,0.9592
C12,add,2,12,27,39,2,2,2,2,0,,,0.4444,0.4444
C12,sub,4,3969,1807,2162,4,4,4,4,,0,0,0.4553,1.1965
C12,add,2,43,34,77,2,2,2,2,0,,,0.7907,1.2647
C12,add,4,3580,1322,4902,4,4,4,4,1,,,0.3693,2.708
C12,sub,2,60,23,37,2,2,2,2,,1,1,0.3833,1.6087
C12,sub,4,9146,2846,6300,4,4,4,4,,1,1,0.3112,2.2136
C12,sub,4,8989,1611,7378,4,4,4,4,,0,0,0.1792,4.5798
C12,add,2,29,28,57,2,2,2,2,1,,,0.9655,1.0357
C12,sub,2,33,14,19,2,2,2,2,,1,1,0.4242,1.3571
C12,add,3,992,859,1851,3,3,4,3,3,,,0.8659,1.1548
C12,sub,4,5702,4837,865,4,4,3,4,,3,3,0.8483,0.1788
C12,sub,2,74,57,17,2,2,2,2,,1,1,0.7703,0.2982
C12,sub,4,9720,7166,2554,4,4,4,4,,2,2,0.7372,0.3564
C12,add,4,4980,2620,7600,4,4,4,4,2,,,0.5261,1.9008
C12,add,2,56,59,115,2,2,3,2,2,,,0.9492,0.9492
C12,sub,3,918,671,247,3,3,3,3,,1,1,0.7309,0.3681
C12,sub,2,98,50,48,2,2,2,2,,0,0,0.5102,0.96
C12,add,4,3670,3041,6711,4,4,4,4,1,,,0.8286,1.2068
C12,add,2,55,90,145,2,2,3,2,1,,,0.6111,0.6111
C12,sub,4,9033,8385,648,4,4,3,4,,3,3,0.9283,0.0773
C12,sub,4,2620,2495,125,4,4,3,4,,2,2,0.9523,0.0501
C12,add,3,549,368,917,3,3,3,3,2,,,0.6703,1.4918
C12,add,4,4089,3558,7647,4,4,4,4,2,,,0.8701,1.1492
C12,sub,2,66,39,27,2,2,2,2,,1,1,0.5909,0.6923
C12,sub,3,332,313,19,3,3,2,3,,1,1,0.9428,0.0607
C12,sub,2,92,27,65,2,2,2,2,,1,1,0.2935,2.4074
C12,add,4,4641,1520,6161,4,4,4,4,1,,,0.3275,3.0533
C12,sub,2,98,32,66,2,2,2,2,,0,0,0.3265,2.0625
C12,sub,3,821,145,676,3,3,3,3,,2,2,0.1766,4.6621
C12,sub,4,6551,3551,3000,4,4,4,4,,0,0,0.5421,0.8448
C12,sub,2,81,11,70,2,2,2,2,,0,0,0.1358,6.3636
C12,add,2,22,47,69,2,2,2,2,0,,,0.4681,0.4681
C12,sub,4,7223,6456,767,4,4,3,4,,3,3,0.8938,0.1188
C12,sub,3,771,578,193,3,3,3,3,,2,2,0.7497,0.3339
C12,sub,3,525,513,12,3,3,2,3,,0,0,0.9771,0.0234
C12,sub,2,50,17,33,2,2,2,2,,1,1,0.34,1.9412
C12,add,2,29,54,83,2,2,2,2,1,,,0.537,0.537
C12,sub,3,620,440,180,3,3,3,3,,1,1,0.7097,0.4091
C12,add,2,92,88,180,2,2,3,2,2,,,0.9565,1.0455
C12,sub,3,759,701,58,3,3,2,3,,0,0,0.9236,0.0827
C12,sub,4,8199,6716,1483,4,4,4,4,,1,1,0.8191,0.2208
C12,sub,2,65,41,24,2,2,2,2,,0,0,0.6308,0.5854
C12,add,2,40,88,128,2,2,3,2,1,,,0.4545,0.4545
C12,add,4,1707,8142,9849,4,4,4,4,0,,,0.2097,0.2097
C12,sub,3,640,367,273,3,3,3,3,,2,2,0.5734,0.7439
C12,sub,4,6819,1072,5747,4,4,4,4,,1,1,0.1572,5.361
C12,sub,3,747,561,186,3,3,3,3,,1,1,0.751,0.3316
C12,add,2,41,32,73,2,2,2,2,0,,,0.7805,1.2812
C12,sub,2,93,43,50,2,2,2,2,,0,0,0.4624,1.1628
C12,sub,4,3839,2518,1321,4,4,4,4,,0,0,0.6559,0.5246
C12,add,3,352,423,775,3,3,3,3,0,,,0.8322,0.8322
C12,sub,2,82,62,20,2,2,2,2,,0,0,0.7561,0.3226
C12,add,2,82,98,180,2,2,3,2,2,,,0.8367,0.8367
C12,sub,4,6883,6807,76,4,4,2,4,,1,1,0.989,0.0112
C12,add,2,75,14,89,2,2,2,2,0,,,0.1867,5.3571
C12,sub,4,4519,3462,1057,4,4,4,4,,1,1,0.7661,0.3053
C12,add,3,138,341,479,3,3,3,3,0,,,0.4047,0.4047
C12,add,4,4712,1819,6531,4,4,4,4,2,,,0.386,2.5904
C12,add,3,566,795,1361,3,3,4,3,3,,,0.7119,0.7119
C12,sub,4,4525,4139,386,4,4,3,4,,2,2,0.9147,0.0933
C12,add,3,718,656,1374,3,3,4,3,2,,,0.9136,1.0945
C12,add,2,79,39,118,2,2,3,2,2,,,0.4937,2.0256
C12,add,2,25,90,115,2,2,3,2,1,,,0.2778,0.2778
C12,sub,4,8196,1048,7148,4,4,4,4,,1,1,0.1279,6.8206
C12,sub,4,9967,8727,1240,4,4,4,4,,0,0,0.8756,0.1421
C12,sub,2,93,68,25,2,2,2,2,,1,1,0.7312,0.3676
C12,sub,3,985,663,322,3,3,3,3,,0,0,0.6731,0.4857
C12,add,4,7634,1006,8640,4,4,4,4,1,,,0.1318,7.5885
C12,add,3,293,676,969,3,3,3,3,1,,,0.4334,0.4334
C12,sub,2,64,21,43,2,2,2,2,,0,0,0.3281,2.0476
C12,add,2,10,64,74,2,2,2,2,0,,,0.1562,0.1562
C12,sub,2,83,67,16,2,2,2,2,,1,1,0.8072,0.2388
C12,add,2,59,32,91,2,2,2,2,1,,,0.5424,1.8438
C12,add,3,663,794,1457,3,3,4,3,2,,,0.835,0.835
C12,sub,4,6769,2359,4410,4,4,4,4,,0,0,0.3485,1.8694
C12,add,2,88,69,157,2,2,3,2,2,,,0.7841,1.2754
C12,add,2,75,52,127,2,2,3,2,1,,,0.6933,1.4423
C12,sub,2,78,59,19,2,2,2,2,,1,1,0.7564,0.322
C12,add,4,7782,1824,9606,4,4,4,4,2,,,0.2344,4.2664
C12,sub,4,5528,3613,1915,4,4,4,4,,1,1,0.6536,0.53
C12,add,2,76,38,114,2,2,3,2,2,,,0.5,2.0
C12,sub,2,98,35,63,2,2,2,2,,0,0,0.3571,1.8
C12,sub,2,80,47,33,2,2,2,2,,1,1,0.5875,0.7021
C12,add,3,455,101,556,3,3,3,3,0,,,0.222,4.505
C12,add,3,391,470,861,3,3,3,3,1,,,0.8319,0.8319
C12,add,4,4731,3356,8087,4,4,4,4,1,,,0.7094,1.4097
C12,sub,4,8297,3448,4849,4,4,4,4,,2,2,0.4156,1.4063
C12,sub,3,648,433,215,3,3,3,3,,0,0,0.6682,0.4965
C12,sub,4,5673,3289,2384,4,4,4,4,,2,2,0.5798,0.7248
C12,add,3,609,901,1510,3,3,4,3,2,,,0.6759,0.6759
C12,add,3,176,874,1050,3,3,4,3,3,,,0.2014,0.2014
C12,sub,3,895,546,349,3,3,3,3,,1,1,0.6101,0.6392
C12,sub,4,7717,4887,2830,4,4,4,4,,2,2,0.6333,0.5791
C12,sub,2,84,66,18,2,2,2,2,,1,1,0.7857,0.2727
C12,add,2,24,86,110,2,2,3,2,2,,,0.2791,0.2791
C12,sub,2,31,21,10,2,2,2,2,,0,0,0.6774,0.4762
C12,add,4,5287,1205,6492,4,4,4,4,1,,,0.2279,4.3876
C12,add,3,569,683,1252,3,3,4,3,3,,,0.8331,0.8331
C12,sub,2,68,57,11,2,2,2,2,,0,0,0.8382,0.193
C12,add,3,427,863,1290,3,3,4,3,2,,,0.4948,0.4948
C12,sub,2,38,10,28,2,2,2,2,,0,0,0.2632,2.8
C12,add,2,41,57,98,2,2,2,2,0,,,0.7193,0.7193
C12,sub,3,610,356,254,3,3,3,3,,2,2,0.5836,0.7135
C12,sub,4,1376,1284,92,4,4,2,4,,1,1,0.9331,0.0717
C12,sub,3,644,433,211,3,3,3,3,,0,0,0.6724,0.4873
C12,add,2,70,22,92,2,2,2,2,0,,,0.3143,3.1818
C12,sub,2,72,25,47,2,2,2,2,,1,1,0.3472,1.88
C12,sub,3,963,539,424,3,3,3,3,,1,1,0.5597,0.7866
C12,sub,3,940,205,735,3,3,3,3,,1,1,0.2181,3.5854
C12,add,4,1222,2314,3536,4,4,4,4,0,,,0.5281,0.5281
C12,sub,3,801,168,633,3,3,3,3,,2,2,0.2097,3.7679
C12,sub,4,5836,2095,3741,4,4,4,4,,1,1,0.359,1.7857
C12,sub,3,777,267,510,3,3,3,3,,0,0,0.3436,1.9101
C12,sub,2,94,15,79,2,2,2,2,,1,1,0.1596,5.2667
C12,sub,4,9674,6596,3078,4,4,4,4,,2,2,0.6818,0.4666
C12,sub,3,404,174,230,3,3,3,3,,1,1,0.4307,1.3218
C12,add,2,41,52,93,2,2,2,2,0,,,0.7885,0.7885
C12,add,3,296,481,777,3,3,3,3,1,,,0.6154,0.6154
C12,add,2,13,87,100,2,2,3,2,2,,,0.1494,0.1494
C12,add,4,7056,2469,9525,4,4,4,4,2,,,0.3499,2.8578
C12,add,3,152,908,1060,3,3,4,3,2,,,0.1674,0.1674
C12,add,3,337,298,635,3,3,3,3,2,,,0.8843,1.1309
C12,add,3,481,574,1055,3,3,4,3,2,,,0.838,0.838
C12,sub,3,722,654,68,3,3,2,3,,2,2,0.9058,0.104
C12,sub,3,526,130,396,3,3,3,3,,1,1,0.2471,3.0462
C12,sub,2,51,15,36,2,2,2,2,,1,1,0.2941,2.4
C12,add,2,39,20,59,2,2,2,2,0,,,0.5128,1.95
C12,add,4,3354,4166,7520,4,4,4,4,2,,,0.8051,0.8051
C12,sub,3,968,458,510,3,3,3,3,,0,0,0.4731,1.1135
C12,add,2,63,40,103,2,2,3,2,1,,,0.6349,1.575
C12,add,3,535,140,675,3,3,3,3,0,,,0.2617,3.8214
C12,add,2,90,98,188,2,2,3,2,1,,,0.9184,0.9184
C12,sub,2,56,34,22,2,2,2,2,,0,0,0.6071,0.6471
C12,sub,3,810,478,332,3,3,3,3,,2,2,0.5901,0.6946
C12,add,2,10,23,33,2,2,2,2,0,,,0.4348,0.4348
C12,sub,2,63,41,22,2,2,2,2,,0,0,0.6508,0.5366
C12,sub,2,83,25,58,2,2,2,2,,1,1,0.3012,2.32
C12,sub,4,9710,7481,2229,4,4,4,4,,2,2,0.7704,0.298
C12,sub,3,890,379,511,3,3,3,3,,1,1,0.4258,1.3483
C12,sub,4,4895,1442,3453,4,4,4,4,,0,0,0.2946,2.3946
C12,sub,3,610,515,95,3,3,2,3,,2,2,0.8443,0.1845
C12,add,3,313,488,801,3,3,3,3,2,,,0.6414,0.6414
C12,add,2,72,43,115,2,2,3,2,1,,,0.5972,1.6744
C12,sub,4,8718,6766,1952,4,4,4,4,,2,2,0.7761,0.2885
C12,add,3,867,861,1728,3,3,4,3,2,,,0.9931,1.007
C12,sub,4,1741,1475,266,4,4,3,4,,2,2,0.8472,0.1803
C12,sub,4,8986,5478,3508,4,4,4,4,,1,1,0.6096,0.6404
C12,sub,2,94,41,53,2,2,2,2,,0,0,0.4362,1.2927
C12,sub,3,605,202,403,3,3,3,3,,0,0,0.3339,1.995
C12,sub,3,793,490,303,3,3,3,3,,0,0,0.6179,0.6184
C12,add,3,864,750,1614,3,3,4,3,2,,,0.8681,1.152
C12,sub,2,59,36,23,2,2,2,2,,0,0,0.6102,0.6389
C12,sub,2,75,21,54,2,2,2,2,,0,0,0.28,2.5714
C12,sub,3,647,216,431,3,3,3,3,,0,0,0.3338,1.9954
C12,sub,4,9923,2376,7547,4,4,4,4,,2,2,0.2394,3.1763
C12,add,3,985,267,1252,3,3,4,3,3,,,0.2711,3.6891
C12,sub,4,5349,2422,2927,4,4,4,4,,1,1,0.4528,1.2085
C12,add,3,332,606,938,3,3,3,3,0,,,0.5479,0.5479
C12,add,4,1183,4964,6147,4,4,4,4,2,,,0.2383,0.2383
C12,sub,3,723,680,43,3,3,2,3,,1,1,0.9405,0.0632
C12,sub,3,560,228,332,3,3,3,3,,1,1,0.4071,1.4561
C12,add,3,302,474,776,3,3,3,3,0,,,0.6371,0.6371
C12,sub,4,9461,2239,7222,4,4,4,4,,1,1,0.2367,3.2255
C12,add,2,29,48,77,2,2,2,2,1,,,0.6042,0.6042
C12,sub,4,4916,4715,201,4,4,3,4,,0,0,0.9591,0.0426
C12,sub,4,5515,1288,4227,4,4,4,4,,2,2,0.2335,3.2818
C12,sub,2,92,38,54,2,2,2,2,,1,1,0.413,1.4211
C12,sub,4,7501,2563,4938,4,4,4,4,,3,3,0.3417,1.9266
C12,add,4,3761,3634,7395,4,4,4,4,1,,,0.9662,1.0349
C12,sub,3,843,385,458,3,3,3,3,,2,2,0.4567,1.1896
C12,add,2,19,55,74,2,2,2,2,1,,,0.3455,0.3455
C12,add,3,615,889,1504,3,3,4,3,3,,,0.6918,0.6918
C12,sub,4,9214,1836,7378,4,4,4,4,,3,3,0.1993,4.0185
C12,add,2,22,35,57,2,2,2,2,0,,,0.6286,0.6286
C12,sub,3,629,532,97,3,3,2,3,,1,1,0.8458,0.1823
C12,sub,4,5805,2378,3427,4,4,4,4,,2,2,0.4096,1.4411
C12,add,2,84,26,110,2,2,3,2,2,,,0.3095,3.2308
C12,sub,3,948,637,311,3,3,3,3,,0,0,0.6719,0.4882
C12,add,2,52,94,146,2,2,3,2,1,,,0.5532,0.5532
C12,add,3,651,162,813,3,3,3,3,1,,,0.2488,4.0185
C12,sub,3,224,142,82,3,3,2,3,,1,1,0.6339,0.5775
C12,add,3,991,153,1144,3,3,4,3,2,,,0.1544,6.4771
C12,add,3,617,735,1352,3,3,4,3,2,,,0.8395,0.8395
C12,add,2,66,89,155,2,2,3,2,2,,,0.7416,0.7416
C12,sub,4,4213,3569,644,4,4,3,4,,3,3,0.8471,0.1804
C12,add,2,50,28,78,2,2,2,2,0,,,0.56,1.7857
C12,add,4,5925,2831,8756,4,4,4,4,1,,,0.4778,2.0929
C12,sub,3,707,346,361,3,3,3,3,,1,1,0.4894,1.0434
C12,add,3,912,474,1386,3,3,4,3,1,,,0.5197,1.9241
C12,add,2,51,42,93,2,2,2,2,0,,,0.8235,1.2143
C12,add,2,56,29,85,2,2,2,2,1,,,0.5179,1.931
C12,sub,2,55,37,18,2,2,2,2,,1,1,0.6727,0.4865
C12,sub,2,59,41,18,2,2,2,2,,0,0,0.6949,0.439
C12,sub,4,5366,2333,3033,4,4,4,4,,0,0,0.4348,1.3
C12,add,2,27,80,107,2,2,3,2,1,,,0.3375,0.3375
C12,add,4,7919,1667,9586,4,4,4,4,2,,,0.2105,4.7504
C12,sub,3,800,586,214,3,3,3,3,,2,2,0.7325,0.3652
C12,sub,2,38,11,27,2,2,2,2,,0,0,0.2895,2.4545
C12,add,3,381,198,579,3,3,3,3,1,,,0.5197,1.9242
C12,sub,4,4666,3790,876,4,4,3,4,,2,2,0.8123,0.2311
C12,add,2,15,69,84,2,2,2,2,1,,,0.2174,0.2174
C12,sub,4,2542,2413,129,4,4,3,4,,1,1,0.9493,0.0535
C12,add,3,309,213,522,3,3,3,3,1,,,0.6893,1.4507
C12,add,3,179,643,822,3,3,3,3,2,,,0.2784,0.2784
C12,sub,4,6965,5243,1722,4,4,4,4,,0,0,0.7528,0.3284
C12,sub,3,669,176,493,3,3,3,3,,1,1,0.2631,2.8011
C12,sub,3,557,385,172,3,3,3,3,,1,1,0.6912,0.4468
C12,sub,2,98,44,54,2,2,2,2,,0,0,0.449,1.2273
C12,sub,3,963,491,472,3,3,3,3,,1,1,0.5099,0.9613
C12,sub,4,7392,3777,3615,4,4,4,4,,2,2,0.511,0.9571
C12,sub,4,6860,1281,5579,4,4,4,4,,2,2,0.1867,4.3552
C12,sub,3,925,314,611,3,3,3,3,,0,0,0.3395,1.9459
C12,add,2,29,67,96,2,2,2,2,1,,,0.4328,0.4328
